texte,niveau,category,classification,risk_decision,origin,year,month,maroc_relevant,source
"Salmonella spp. in sesame seeds from Nigeria | nuts, nut products and seeds | Salmonella   - {pathogenic micro-organisms} | Nigeria",CRITIQUE,"nuts, nut products and seeds",border rejection notification,serious,Nigeria,2026,5,1,RASFF
"Prescription medicinal substances in food supplements from the United Kingdom via Poland | dietetic foods, food supplements and fortified foods | sildenafil  unauthorised substance - {composition},tadalafil  unauthorised substance - {composition} | United Kingdom",CRITIQUE,"dietetic foods, food supplements and fortified foods",alert notification,serious,United Kingdom,2021,9,1,RASFF
unauthorised substance chlorpyrifos in oranges from Egypt | fruits and vegetables | pesticide residues   - {pesticide residues} | Egypt,CRITIQUE,fruits and vegetables,border rejection notification,undecided,Egypt,2021,9,1,RASFF
unauthorised substance chlorpyrifos in oranges from Egypt | fruits and vegetables | pesticide residues   - {pesticide residues} | Egypt,CRITIQUE,fruits and vegetables,border rejection notification,undecided,Egypt,2021,9,1,RASFF
Foreign bodies in frozen chocolate bread from France | cereals and bakery products |  | France,CRITIQUE,cereals and bakery products,alert notification,serious,France,2021,9,1,RASFF
"aflatoxin B1 (29,2 ± 7,3 µg/kg) and sum of aflatoxins (75,7 ± 18,9 µg/kg) in hazelnuts from Georgia | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Georgia",CRITIQUE,"nuts, nut products and seeds",border rejection notification,serious,Georgia,2021,9,1,RASFF
"high levels of aflatoxins in hazelnut kernel from Georgia | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins} | Georgia",CRITIQUE,"nuts, nut products and seeds",border rejection notification,serious,Georgia,2021,9,1,RASFF
"Salmonella spp. in basil from Egypt | herbs and spices | Salmonella spp   - {pathogenic micro-organisms} | Egypt,Germany",CRITIQUE,herbs and spices,alert notification,serious,"Egypt,Germany",2021,9,1,RASFF
soy protein not declared in bio Spinazieburger | fruits and vegetables | soya  traces - {allergens} | Netherlands,CRITIQUE,fruits and vegetables,alert notification,serious,Netherlands,2021,9,1,RASFF
"2-Chloroethanol in seasoning mix for spring rolls from the Philippines, via the Netherlands | herbs and spices | ethylene oxide   - {pesticide residues} | Philippines",CRITIQUE,herbs and spices,alert notification,serious,Philippines,2021,9,1,RASFF
"high content of ginsenosides (90 to 180 mg/day) in food supplement from Germany | dietetic foods, food supplements and fortified foods |  | ",INFO,"dietetic foods, food supplements and fortified foods",information notification for follow-up,undecided,,2021,9,1,RASFF
Chlorpyrifos in Organic brown Mustard seed | herbs and spices | chlorpyrifos   - {pesticide residues} | Czechia,CRITIQUE,herbs and spices,alert notification,undecided,Czechia,2021,9,1,RASFF
Ascorbic acid exceeding the limits in thawed vacuum-packed yellowfin tuna loins (Thunnus albacares) from Spain | fish and fish products | E 300 - ascorbic acid  unauthorised - {food additives and flavourings} | Spain,INFO,fish and fish products,information notification for follow-up,not serious,Spain,2021,9,1,RASFF
"High content of piperine and beta-alanine in food supplements from Poland | dietetic foods, food supplements and fortified foods | piperine  too high intake - {composition} | Poland",INFO,"dietetic foods, food supplements and fortified foods",information notification for follow-up,not serious,Poland,2021,9,1,RASFF
Parasites in Salmon (Oncorhynchus gorbuscha) from China | fish and fish products | parasitic infestation   - {parasitic infestation} | China,CRITIQUE,fish and fish products,border rejection notification,not serious,China,2021,9,1,RASFF
"S. Adelaide in sesame seeds from Ethiopia | nuts, nut products and seeds | Salmonella Adelaide   - {pathogenic micro-organisms} | Ethiopia",CRITIQUE,"nuts, nut products and seeds",border rejection notification,serious,Ethiopia,2021,9,1,RASFF
S. Javiana in black pepper from Brazil  | herbs and spices | Salmonella Javiana  - {pathogenic micro-organisms} | Brazil,CRITIQUE,herbs and spices,border rejection notification,serious,Brazil,2021,9,1,RASFF
Too high level of benzoic acid in shrimp | fish and fish products |  | Netherlands,INFO,fish and fish products,information notification for follow-up,not serious,Netherlands,2021,9,1,RASFF
"Epimedium in food supplements from the United Kingdom | dietetic foods, food supplements and fortified foods | Epimedium unauthorised - {GMO / novel food} | unknown origin",INFO,"dietetic foods, food supplements and fortified foods",information notification for attention,undecided,unknown origin,2021,9,1,RASFF
"Ethylene oxide in food supplements from China | dietetic foods, food supplements and fortified foods | ethylene oxide   - {pesticide residues} | Belgium,China,France",CRITIQUE,"dietetic foods, food supplements and fortified foods",alert notification,serious,"Belgium,China,France",2021,9,1,RASFF
"food supplement - unauthorised substance tetrahydrocannabinol (THC) and unauthorised Novel Food cannabidiol (CBD) | dietetic foods, food supplements and fortified foods | cannabidiol (CBD)  unauthorised novel food ingredient - {novel food},tetrahydrocanabinol (THC)   - {biological contaminants} | Italy",CRITIQUE,"dietetic foods, food supplements and fortified foods",alert notification,serious,Italy,2021,9,1,RASFF
"aflatoxin B1 (15,1 ± 3,8 µg/kg) and sum of aflatoxins (16,8 ± 4,2 µg/kg) in hazelnuts from Georgia | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Georgia",CRITIQUE,"nuts, nut products and seeds",border rejection notification,serious,Georgia,2021,9,1,RASFF
"Unauthorized substance ethylene oxide in Garcinia Cambogia extract powder from India, via France | dietetic foods, food supplements and fortified foods | ethylene oxide   - {pesticide residues} | Germany,India,Poland,Spain",CRITIQUE,"dietetic foods, food supplements and fortified foods",alert notification,serious,"Germany,India,Poland,Spain",2021,9,1,RASFF
"food supplement - unauthorised Novel Food cannabidiol  (CBD) | dietetic foods, food supplements and fortified foods | cannabidiol (CBD)  unauthorised novel food ingredient - {novel food} | Netherlands",INFO,"dietetic foods, food supplements and fortified foods",information notification for follow-up,undecided,Netherlands,2021,9,1,RASFF
"aflatoxins in pistacchio kernels from Turkey/PISTACCHIO SENZA GUSCIO | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins} | Türkiye",CRITIQUE,"nuts, nut products and seeds",border rejection notification,serious,Türkiye,2021,9,1,RASFF
"withdrawal from the market of cereal premix from France, containing curry from India contaminated with ethylene oxide  | cereals and bakery products | ethylene oxide   - {pesticide residues} | France,India,Spain",CRITIQUE,cereals and bakery products,alert notification,serious,"France,India,Spain",2021,9,1,RASFF
"S. Infantis and S. Give in black pepper from Brazil | herbs and spices | Salmonella Give  - {pathogenic micro-organisms},Salmonella infantis  - {pathogenic micro-organisms} | Brazil",CRITIQUE,herbs and spices,border rejection notification,serious,Brazil,2021,9,1,RASFF
"aflatoxin in hazelnuts from Georgia | nuts, nut products and seeds | Aflatoxin   - {mycotoxins},Aflatoxin B1   - {mycotoxins} | Georgia",CRITIQUE,"nuts, nut products and seeds",border rejection notification,serious,Georgia,2021,9,1,RASFF
Foreign bodies in organic chocolate cookies | cereals and bakery products |  | ,CRITIQUE,cereals and bakery products,alert notification,serious,,2021,9,1,RASFF
"Unauthorised substance ethylene oxide in food supplements from Denmark | dietetic foods, food supplements and fortified foods | ethylene oxide   - {pesticide residues} | United Kingdom",INFO,"dietetic foods, food supplements and fortified foods",information notification for follow-up,undecided,United Kingdom,2021,9,1,RASFF
"aflatoxin B1 (18,3 ± 4,6 µg/kg) and sum of aflatoxins (20,3 ± 5,1 µg/kg) in hazelnuts from Georgia | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Georgia",CRITIQUE,"nuts, nut products and seeds",border rejection notification,serious,Georgia,2021,9,1,RASFF
frozen atlantic chub mackerel (Scomber colias) from Morocco unfit for human consumption (spoilage) | fish and fish products |  | Morocco,CRITIQUE,fish and fish products,border rejection notification,not serious,Morocco,2021,9,1,RASFF
"2-Chloroethanol in hulled sesame seeds from India | nuts, nut products and seeds | 2-chloroethanol   - {pesticide residues},ethylene oxide   - {pesticide residues} | India",CRITIQUE,"nuts, nut products and seeds",information notification for attention,serious,India,2021,9,1,RASFF
mercury in thawed tuna from Spain | fish and fish products | mercury   - {heavy metals} | Spain,CRITIQUE,fish and fish products,information notification for attention,serious,Spain,2021,9,1,RASFF
too high content of E 452 - polyphosphates in frozen Alaska pollock fillets (Theragra chalcogramma) from China | fish and fish products | E 452 - polyphosphates  too high content - {food additives and flavourings} | China,INFO,fish and fish products,information notification for follow-up,no risk,China,2021,9,1,RASFF
"Chlorpyrifos in fresh pomegranate from Turkey  | fruits and vegetables | acetamiprid   - {pesticide residues},chlorpyrifos   - {pesticide residues},propiconazole   - {pesticide residues} | Türkiye",CRITIQUE,fruits and vegetables,border rejection notification,undecided,Türkiye,2021,9,1,RASFF
Exceedance of the maximum residue level for the pesticide chlorpyrifos in bananas from Ecuador | fruits and vegetables | chlorpyrifos   - {pesticide residues} | Ecuador,INFO,fruits and vegetables,information notification for attention,undecided,Ecuador,2021,9,1,RASFF
" aflatoxin B1 (8,75 ± 2,19 µg/kg and sum of aflatoxins (47,75 ± 11,94 µg/kg) in hazelnuts from Georgia  | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Georgia",CRITIQUE,"nuts, nut products and seeds",border rejection notification,serious,Georgia,2021,9,1,RASFF
"aflatoxins in organic peanut butter from the Netherlands | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Netherlands",CRITIQUE,"nuts, nut products and seeds",alert notification,serious,Netherlands,2021,9,1,RASFF
"Non authorised substance 2-chloroethanol in psyllium husk from Germany | dietetic foods, food supplements and fortified foods | ethylene oxide   - {pesticide residues} | Germany,India",CRITIQUE,"dietetic foods, food supplements and fortified foods",alert notification,serious,"Germany,India",2021,9,1,RASFF
"aflatoxins in pistachio kernels from Iran | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Iran",CRITIQUE,"nuts, nut products and seeds",border rejection notification,serious,Iran,2021,9,1,RASFF
"High content of lead in milk thistle porridge with oyster mushrooms from the Czech Republic | dietetic foods, food supplements and fortified foods | lead  high content - {heavy metals} | Czechia",CRITIQUE,"dietetic foods, food supplements and fortified foods",alert notification,serious,Czechia,2021,9,1,RASFF
unauthorised substance chlorpyrifos in oranges from Egypt | fruits and vegetables | pesticide residues   - {pesticide residues} | Egypt,CRITIQUE,fruits and vegetables,border rejection notification,undecided,Egypt,2021,9,1,RASFF
unauthorised substance chlorpyrifos in oranges from Egypt | fruits and vegetables | pesticide residues   - {pesticide residues} | ,CRITIQUE,fruits and vegetables,border rejection notification,undecided,,2021,9,1,RASFF
"aflatoxins in pistachio kernels from Turkey | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins} | Türkiye",CRITIQUE,"nuts, nut products and seeds",border rejection notification,serious,Türkiye,2021,9,1,RASFF
" Aflatoxines in pistachios from TR  | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Türkiye",CRITIQUE,"nuts, nut products and seeds",border rejection notification,serious,Türkiye,2021,9,1,RASFF
Mercury in chilled swordfish loins (Xiphias gladius) from Sri Lanka | fish and fish products | mercury   - {heavy metals} | Sri Lanka,CRITIQUE,fish and fish products,border rejection notification,serious,Sri Lanka,2021,9,1,RASFF
"Mercury in food supplement from USA | dietetic foods, food supplements and fortified foods | mercury   - {heavy metals} | United States",CRITIQUE,"dietetic foods, food supplements and fortified foods",alert notification,serious,United States,2021,9,1,RASFF
ethylene oxide in curry powder from India | herbs and spices | ethylene oxide   - {pesticide residues} | India,CRITIQUE,herbs and spices,border rejection notification,serious,India,2021,9,1,RASFF
"2-Chloroethanol in sesame seeds from Nigeria, used in baking mixes from Germany | nuts, nut products and seeds | 2-chloroethanol   - {pesticide residues},ethylene oxide   - {pesticide residues} | Germany,Nigeria",CRITIQUE,"nuts, nut products and seeds",alert notification,serious,"Germany,Nigeria",2021,9,1,RASFF
