texte,niveau,source
"Salmonella spp. in sesame seeds from Nigeria | nuts, nut products and seeds | Salmonella   - {pathogenic micro-organisms} | Nigeria",CRITIQUE,RASFF
"pesticide residues in basil from Laos via the Czech Republic | fruits and vegetables | chlorothalonil   - {pesticide residues},chlorpyrifos   - {pesticide residues},iprodione   - {pesticide residues},quintozene   - {pesticide residues},triazophos   - {pesticide residues} | ",INFO,RASFF
"Pesticides in Basmati Rice  | cereals and bakery products | thiamethoxam   - {pesticide residues},tricyclazole  unauthorised substance - {pesticide residues} | India",INFO,RASFF
"Anthraquinone, Bromophos-ethyl, Vinchlozolin in Caraway seeds | nuts, nut products and seeds | anthraquinone   - {pesticide residues},bromopropylate   - {pesticide residues},vinclozolin   - {pesticide residues} | Netherlands",INFO,RASFF
"Listeria in sweet corn kernels from Hungary | fruits and vegetables |  | Hungary,Switzerland",CRITIQUE,RASFF
"unauthorised substance ethylene oxide in hulled sesame seeds from India | nuts, nut products and seeds | ethylene oxide   - {pesticide residues} | India",CRITIQUE,RASFF
" Unauthorized substance ethylene oxide (ethylene oxide/2-chloroethanol) in hulled sesame seeds from India, via the United Kingdom | nuts, nut products and seeds | ethylene oxide   - {pesticide residues} | India",CRITIQUE,RASFF
Undeclared sulphites in canned chickpeas from Italy | fruits and vegetables | sulphite  undeclared - {allergens} | Italy,CRITIQUE,RASFF
Salmonella spp. in dehydrated mint leaves from the Islamic Republic of Iran | herbs and spices | Salmonella spp.  - {pathogenic micro-organisms} | Iran,CRITIQUE,RASFF
"NON-AUTHORISED SUBSTANCE (ETHYLENE OXIDE) IN SESAME SEEDS USED FOR THE PRODUCTION OF FROZEN PRE-COOKED BREAD PRODUCED IN SPAIN   | cereals and bakery products |  | India,Spain",CRITIQUE,RASFF
dimethoate in oranges from Egypt | fruits and vegetables | dimethoate   - {pesticide residues} | Egypt,INFO,RASFF
"Chlorpyrifos in dill tips rubbed from Egypt, via Germany | herbs and spices | chlorpyrifos   - {pesticide residues} | Egypt",CRITIQUE,RASFF
aflatoxine B1 into organic basmati rice brown | cereals and bakery products | Aflatoxin B1   - {mycotoxins} | Pakistan,CRITIQUE,RASFF
"ARACHIDI IN GUSCIO | nuts, nut products and seeds | Aflatoxins B1  - {mycotoxins} | Egypt",CRITIQUE,RASFF
"aflatossine in arachidi fritte /// unofficial translation: aflatoxins in fried groundnuts | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins} | India",CRITIQUE,RASFF
rifiutato | fruits and vegetables |  | Sri Lanka,CRITIQUE,RASFF
Ochratoxin A in Öko-Roggen aus Estland // Ochratoxin A in organic rye from Estonia | cereals and bakery products | ochratoxin A   - {mycotoxins} | Estonia,INFO,RASFF
Formetanate in fresh pepper KAPYA from Turkey  | fruits and vegetables | formetanate   - {pesticide residues} | Türkiye,CRITIQUE,RASFF
"aflatossine in arachidi in guscio | nuts, nut products and seeds | Aflatoxins B1  - {mycotoxins} | Egypt",CRITIQUE,RASFF
"Increased iodine content in iodine drops from Turkey, via Germany | dietetic foods, food supplements and fortified foods | iodine  high content - {composition} | Türkiye",CRITIQUE,RASFF
imazalil in bananas from Equador  | fruits and vegetables | imazalil   - {pesticide residues} | Ecuador,INFO,RASFF
RECHAZO POR PRESENCIA DE ANISAKIS/ Rejection in BCP due to anisakis | fish and fish products |  | Morocco,CRITIQUE,RASFF
RECHAZO POR PRESENCIA DE ANISAKIS E HIGIENE DEFICIENTE /  Rejection in BCP due to anisakis and bad hygiene | fish and fish products |  | Morocco,CRITIQUE,RASFF
unauthorised ingredient (honey from countries without an EU-approved residue control program) in toast bread from the United Kingdom | cereals and bakery products |  | United Kingdom,CRITIQUE,RASFF
Unauthorised substance ethylene oxide in a bakery product containing sumac  from Turkey | cereals and bakery products | ethylene oxide   - {pesticide residues} | France,INFO,RASFF
Pestiside residue Chlorpyriphos in fennel seeds from India | herbs and spices | chlorpyrifos   - {pesticide residues} | India,CRITIQUE,RASFF
mercurio oltre i limiti consentiti in conserva di pesce (tonno)- mercury in tuna | fish and fish products | mercury   - {heavy metals} | Italy,CRITIQUE,RASFF
Carbofuran and fenobucarb in asparagus beans (Vigna unguiculata subsp. sesquipedalis) from Sri Lanka | fruits and vegetables | carbofuran   - {pesticide residues} | Sri Lanka,CRITIQUE,RASFF
"Unauthorised novel food cannabidiol (CBD) in food supplements on web shop from France | dietetic foods, food supplements and fortified foods |  | France",INFO,RASFF
"Aflatoxins in spices (chicken masala) from Pakistan  | herbs and spices | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Pakistan",CRITIQUE,RASFF
Aflatoxin B1 in spices from Pakistan | herbs and spices | Aflatoxin B1   - {mycotoxins} | Pakistan,CRITIQUE,RASFF
"Presence of Salmonella spp. in sesame seeds from Nigeria | nuts, nut products and seeds | Salmonella  enteritidis  - {pathogenic micro-organisms} | Nigeria",CRITIQUE,RASFF
"Presence of Salmonella spp. in hulled sesame seeds from Nigeria | nuts, nut products and seeds | Salmonella  enteritidis  - {pathogenic micro-organisms} | Nigeria",CRITIQUE,RASFF
rejection in BCP because of anisakis | fish and fish products |  | Morocco,CRITIQUE,RASFF
"Pesticide residues in grape leaves from Turkey | fruits and vegetables | cypermethrin   - {pesticide residues},dithiocarbamates   - {pesticide residues},iprodione   - {pesticide residues},lambda-cyhalothrin   - {pesticide residues},metalaxyl   - {pesticide residues} | Türkiye",INFO,RASFF
ethylene oxide in Sumac from Turkey | herbs and spices | ethylene oxide   - {pesticide residues} | ,CRITIQUE,RASFF
Chlorpyrifos-methyl in fresh pepper from Turkey  | fruits and vegetables | chlorpyrifos-methyl   - {pesticide residues} | Türkiye,CRITIQUE,RASFF
Sulfur dioxide in dried mango | fruits and vegetables | E220- sulfur dioxide  too high content - {food additives and flavourings} | Thailand,CRITIQUE,RASFF
"Chlorpyrifos-methyl and prochloraz in grapefruits from Turkey  | fruits and vegetables | chlorpyrifos-methyl   - {pesticide residues},prochloraz   - {pesticide residues} | Türkiye",CRITIQUE,RASFF
"Aflatoxin B1 in pistachio kernels from Iran | nuts, nut products and seeds | Aflatoxin   - {mycotoxins},Aflatoxin B1   - {mycotoxins} | Iran",CRITIQUE,RASFF
"Aflatoxin B1 in pistachios from Turkey | nuts, nut products and seeds | Aflatoxin   - {mycotoxins},Aflatoxin B1   - {mycotoxins} | Türkiye",CRITIQUE,RASFF
"Unauthorised novel food cannabidiol (CBD) oil on web shop from Hong Kong | dietetic foods, food supplements and fortified foods |  | Hong Kong",INFO,RASFF
"Mercury (>1,5mg/kg) in chilled swordfish (Xiphias gladius) CHEDP.ES.2021.0006236 | fish and fish products | mercury   - {heavy metals} | Morocco",CRITIQUE,RASFF
ethylene oxide in spice mixes with sesame seeds | herbs and spices |  | France,CRITIQUE,RASFF
"Pistacchi in guscio | fruits and vegetables | Aflatoxin B1   - {mycotoxins},Aflatoxins B1  - {mycotoxins} | Iran",CRITIQUE,RASFF
Pennyroyal tea (Mentha Pulegium) | herbs and spices |  | Iran,INFO,RASFF
Ethylene oxide in bagels with sesame seeds | cereals and bakery products |  | ,CRITIQUE,RASFF
histamine in canned tuna from Thailand | fish and fish products | histamine   - {biological contaminants} | Thailand,CRITIQUE,RASFF
"chlorpyriphos-methyl and fenvalerate im mandarins  | fruits and vegetables | chlorpyrifos-methyl   - {pesticide residues},fenvalerate   - {pesticide residues} | Türkiye",CRITIQUE,RASFF
Ethylene oxide in sesame seeds | cereals and bakery products | ethylene oxide   - {pesticide residues} | France,CRITIQUE,RASFF
"pesticide residues in red grapefruit | fruits and vegetables | buprofezin   - {pesticide residues},chlorpyrifos   - {pesticide residues},chlorpyrifos-methyl   - {pesticide residues} | Türkiye",CRITIQUE,RASFF
chlorpyriphos-methyl in red grapefruit | fruits and vegetables | chlorpyrifos-methyl   - {pesticide residues} | Türkiye,CRITIQUE,RASFF
"Aflatoxin B1 in groundnuts from Egypt | nuts, nut products and seeds | Aflatoxin   - {mycotoxins},Aflatoxin B1   - {mycotoxins} | Egypt",CRITIQUE,RASFF
chlorpyriphos-methyl in mandarines from Turkey  | fruits and vegetables | chlorpyrifos-methyl   - {pesticide residues} | Türkiye,CRITIQUE,RASFF
"Aflatoxins in pistachio kernels from Iran | nuts, nut products and seeds | Aflatoxin   - {mycotoxins},Aflatoxin B1   - {mycotoxins} | Iran",CRITIQUE,RASFF
"Aflatoxin B1 in Pistachios from Iran | nuts, nut products and seeds | Aflatoxin   - {mycotoxins},Aflatoxin B1   - {mycotoxins} | Iran",CRITIQUE,RASFF
Aflatoxins in groundnuts from the United States | fruits and vegetables | Aflatoxins B1  - {mycotoxins} | United States,CRITIQUE,RASFF
ethylene oxide in Okras from India | fruits and vegetables | ethylene oxide   - {pesticide residues} | India,CRITIQUE,RASFF
"Aflatoxins in Argentine peanuts | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Argentina",CRITIQUE,RASFF
Acetamiprid in fresh pepper from Turkey  | fruits and vegetables | acetamiprid   - {pesticide residues} | Türkiye,CRITIQUE,RASFF
Tebufenpyrad in fresh pepper from Turkey  | fruits and vegetables | tebufenpyrad   - {pesticide residues} | Türkiye,CRITIQUE,RASFF
histamine in frozen tuna loin | fish and fish products | histamine   - {biological contaminants} | Vietnam,CRITIQUE,RASFF
"Soia non dichiarata in integratore- soya undeclared in food supplement | dietetic foods, food supplements and fortified foods |  | Italy",CRITIQUE,RASFF
"Cypermethrin, dimethoate, omethoate, methomyl and dithiocarbamates in passion fruit from Colombia | fruits and vegetables | cypermethrin   - {pesticide residues},dimethoate   - {pesticide residues},dithiocarbamates   - {pesticide residues},methomyl   - {pesticide residues},omethoate   - {pesticide residues} | Colombia",CRITIQUE,RASFF
"pesticide residues ethylene oxide and Flonicamid in okras from India | fruits and vegetables | ethylene oxide   - {pesticide residues},flonicamid   - {pesticide residues} | India",CRITIQUE,RASFF
aflatoxins in pistachios in shell  | fruits and vegetables | Aflatoxins B1  - {mycotoxins} | Iran,CRITIQUE,RASFF
" Ethylene oxide in hulled sesame seeds from India, via Germany  | nuts, nut products and seeds | ethylene oxide   - {pesticide residues} | India",CRITIQUE,RASFF
ethylene oxide in multigrain bread from Germany | cereals and bakery products |  | Germany,INFO,RASFF
Chlorpyrifos-methyl in Grapefruit from Turkey | fruits and vegetables | chlorpyrifos   - {pesticide residues} | Türkiye,CRITIQUE,RASFF
toast from the UK with honey from countries without a residue control program | cereals and bakery products |  | United Kingdom,CRITIQUE,RASFF
"Basmati rice with high level of Carbendazim and Tricyclazol | nuts, nut products and seeds | carbendazim  unauthorised substance - {pesticide residues},tricyclazole  unauthorised substance - {pesticide residues} | Pakistan",INFO,RASFF
Listeria monocytogenes in red beetroot chunks | fruits and vegetables | Listeria monocytogenes  - {pathogenic micro-organisms} | Netherlands,CRITIQUE,RASFF
mercurio in Smeriglio Mako  | fish and fish products | mercury   - {heavy metals} | Spain,CRITIQUE,RASFF
Novel food | fruits and vegetables |  | Guatemala,CRITIQUE,RASFF
"Unauthorised substance ethylene oxide in organic sesame seeds from India | nuts, nut products and seeds | ethylene oxide   - {pesticide residues} | India",CRITIQUE,RASFF
"Sesame seeds in the product are contaminated with ethylene oxide | cereals and bakery products | ethylene oxide   - {pesticide residues} | India,Poland",CRITIQUE,RASFF
Unauthorised substance Chlorpyrifos in grapefruits from Turkey | fruits and vegetables | chlorpyrifos   - {pesticide residues} | Türkiye,INFO,RASFF
"Chlorpyrifos in pomelo from China, via the Netherlands | fruits and vegetables | chlorpyrifos   - {pesticide residues},prochloraz   - {pesticide residues} | China",INFO,RASFF
"Ethylene oxide in sesame seeds from India | nuts, nut products and seeds | ethylene oxide   - {pesticide residues} | India",CRITIQUE,RASFF
Parasitic infestation with Anisakis of frozen hake carcasses from Spain | fish and fish products | Anisakis  parasitic infestation with - {parasitic infestation} | Spain,INFO,RASFF
Listeria monocytogenes in frozen smoked salmon | fish and fish products | Listeria monocytogenes  - {pathogenic micro-organisms} | Italy,CRITIQUE,RASFF
"Aflatoxins in groundnuts from Argentina  | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Argentina",CRITIQUE,RASFF
Flonicamid in fresh peppers from Turkey  | fruits and vegetables | flonicamid   - {pesticide residues} | Türkiye,CRITIQUE,RASFF
"Aflatoxins in pistachios from Turkey  | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Türkiye",CRITIQUE,RASFF
Tagliatelle with E. coli | cereals and bakery products | Escherichia coli  too high count - {pathogenic micro-organisms} | Italy,INFO,RASFF
Salmonella in flour | cereals and bakery products | Salmonella  enteritidis  - {pathogenic micro-organisms} | Belgium,CRITIQUE,RASFF
"Exceedance of maximum levels of pesticides in chili peppers from Cambodia | fruits and vegetables | amitraz   - {pesticide residues},buprofezin   - {pesticide residues},carbendazim  unauthorised substance - {pesticide residues},carbofuran   - {pesticide residues},chlorpyrifos   - {pesticide residues},ethion   - {pesticide residues},profenofos  unauthorised substance - {pesticide residues},triazophos   - {pesticide residues} | Cambodia",INFO,RASFF
Acetamiprid in fresh peppers from Turkey  | fruits and vegetables | acetamiprid   - {pesticide residues} | Türkiye,CRITIQUE,RASFF
"Ethylene oxide in turmeric | herbs and spices | ethylene oxide   - {pesticide residues} | France,India",CRITIQUE,RASFF
LACK OF HEALTH GUARANTEES AND CLANDESTINE ORIGIN IN BAKERY PRODUCTS FROM SPAIN   | cereals and bakery products |  | Spain,CRITIQUE,RASFF
Ethylene oxide in sesame seeds | cereals and bakery products |  | India,CRITIQUE,RASFF
"Unauthorised substance ethylene oxide in hulled sesame seeds from India | nuts, nut products and seeds | ethylene oxide   - {pesticide residues} | Greece,India",CRITIQUE,RASFF
"ethylene oxide in sesame seads from India via Italy | nuts, nut products and seeds | ethylene oxide   - {pesticide residues} | India",CRITIQUE,RASFF
fosthiazate in sweet peppers from Tutrkey  | fruits and vegetables | fosthiazate   - {pesticide residues} | Türkiye,CRITIQUE,RASFF
"aflatoxins in hazelnuts from Georgia  | nuts, nut products and seeds | Aflatoxins B1  - {mycotoxins},aflatoxin total  - {mycotoxins} | Georgia",CRITIQUE,RASFF
"Ossido di etilene oltre i limiti consentiti in semi di sesamo./ ethylene oxide in sesame seeds | nuts, nut products and seeds |  | India",CRITIQUE,RASFF
histamine in tuna fillets in oil | fish and fish products | histamine   - {biological contaminants} | Thailand,CRITIQUE,RASFF
"Unauthorized substance in lemon | fruits and vegetables | buprofezin   - {pesticide residues},chlorpyrifos-methyl   - {pesticide residues} | Türkiye",INFO,RASFF
"Salmonella spp. in organic ashwagandha powder from India | dietetic foods, food supplements and fortified foods | Salmonella spp.  - {pathogenic micro-organisms} | India",CRITIQUE,RASFF
"NON-AUTHORISED SUBSTANCE ETHYLENE OXIDE IN BAKERY AND PASTRY PRODUCTS PRODUCED IN SPAIN FROM SESAME SEEDS FROM INDIA  | cereals and bakery products |  | India,Spain",CRITIQUE,RASFF
Superamento limiti di ossido di etilene in prodotti da forno Fiorentini | cereals and bakery products |  | Italy,CRITIQUE,RASFF
